"ID","Gene symbol"
"A_21_P0011820","XLOC_l2_007435"
"A_21_P0013285","XLOC_l2_013734"
"A_21_P0004799","XLOC_005906"
"A_21_P0006249","XLOC_007635"
"A_21_P0010970","XLOC_l2_002281"
"A_21_P0004654","XLOC_005315"
"A_33_P3385842","CCDC7"
"A_33_P3248615",""
"A_33_P3291877","ARID1B"
"A_21_P0011568","XLOC_l2_005997"
"A_23_P111005","YIPF3"
"A_33_P3795524","LOC100506485"
"A_24_P380330","PANK3"
"A_24_P323815","MYCBP2"
"A_21_P0013916","ANKRD62"
"A_23_P96501","TEX11"
"A_21_P0013397","XLOC_l2_013529"
"A_23_P20876","PTPDC1"
"A_21_P0009800","XLOC_013238"
"A_21_P0002128","LOC100506993"
"A_21_P0014480","LOC401068"
"A_23_P9823","MLXIP"
"A_23_P416813","ZFP82"
"A_23_P62932","ATP1B1"
"A_21_P0009746","XLOC_013272"
"A_23_P53217","EED"
"A_21_P0000210","SNORD4A"
"A_32_P207117","TSPYL6"
"A_32_P84373","FAM153A"
"A_24_P198820","CDK12"
"A_23_P32021","FANCC"
"A_21_P0014209","LOC100506652"
"A_33_P3414683","KIFC2"
"A_23_P165788","PHOSPHO2"
"A_23_P137143","DKC1"
"A_23_P342138","ADAMTSL1"
"A_33_P3390236","LOC338963"
"A_33_P3482417","ANKRD26P3"
"A_19_P00319080",""
"A_24_P590560","RRN3"
"A_33_P3430391","LOC389273"
"A_33_P3257150","CDC42"
"A_33_P3215457","MTTP"
"A_33_P3388938","MGC23284"
"A_21_P0003882","XLOC_003849"
"A_21_P0001171","XLOC_000983"
"A_33_P3248163","TRIM43"
"A_21_P0004882","XLOC_005289"
"A_24_P402836","ZNF141"
"A_23_P141706","TCEB3B"
"A_23_P348138","MKL1"
"A_21_P0001222","XLOC_001208"
"A_23_P320878","METTL21B"
"A_21_P0013521","XLOC_l2_014579"
"A_21_P0008812","XLOC_011176"
"A_21_P0004123","XLOC_004794"
"A_23_P381017","WBSCR27"
"A_21_P0011806","WBP1"
"A_33_P3371553","FLJ32756"
"A_33_P3653888","LOC100128185"
"A_24_P101629","FAM127B"
"A_21_P0003065","XLOC_002937"
"A_33_P3366141","LOC100130269"
"A_23_P143143","ID2"
"A_24_P268196","LZIC"
"A_21_P0006364","XLOC_007507"
"A_33_P3359647","OPRL1"
"A_24_P84880","LOC148709"
"A_33_P3306834",""
"A_21_P0002466","XLOC_002181"
"A_33_P3290677","HELT"
"A_23_P78526","CEACAM19"
"A_33_P3340613","FAM95B1"
"A_24_P923381",""
"A_23_P331211","B4GALNT2"
"A_33_P3224206","LOC100130800"
"A_21_P0010989","XLOC_l2_002433"
"A_23_P66432","TTYH2"
"A_23_P360240","MYEOV"
"A_33_P3290443","SCARNA9"
"A_33_P3209361","LOC100130015"
"A_23_P164047","MMD"
"A_33_P3679876","LOC340037"
"A_21_P0004753","XLOC_005741"
"A_19_P00320063","XLOC_003204"
"A_24_P53976","GLUL"
"A_33_P3290354","FNDC1"
"A_33_P3322784","NTRK2"
"A_21_P0011226","XLOC_l2_003944"
"A_24_P330691","SUMO2"
"A_21_P0009752","XLOC_013282"
"A_33_P3348797","C5orf24"
"A_21_P0010358","XLOC_014226"
"A_33_P3317211","MECP2"
"A_24_P681011","HIPK2"
"A_24_P484965",""
"A_21_P0012183","ANKRD20A5P"
"A_23_P74799","SLC25A24"
"A_24_P497186","IRF2BP2"
"A_33_P3233440",""
"A_33_P3367748","COL9A2"
"A_33_P3367196","CNTNAP2"
"A_21_P0010451","XLOC_014403"
"A_23_P50137","MEX3C"
"A_23_P42507","PPIL4"
"A_23_P339079","ZNF573"
"A_21_P0014445","SMARCA5-AS1"
"A_23_P82795","LINC00208"
"A_23_P145016","BRD8"
"A_21_P0002668","XLOC_002197"
"A_33_P3230189","SLITRK6"
"A_21_P0009834","XLOC_013481"
"A_21_P0001189","LOC100505918"
"A_33_P3348239","FBN1"
"A_33_P3787635","LOC440600"
"A_19_P00802154",""
"A_21_P0003641","XLOC_003658"
"A_21_P0002397","XLOC_001971"
"A_21_P0003135","XLOC_003175"
"A_33_P3362727","HNRNPK"
"A_33_P3259022","SLC6A2"
"A_21_P0014339","LOC100506251"
"A_23_P319013","ZNF383"
"A_21_P0007168","XLOC_009021"
"A_33_P3259740",""
"A_24_P141332","CAMK2G"
"A_21_P0013577","XLOC_l2_014830"
"A_23_P119562","CFD"
"A_33_P3679277",""
"A_33_P3360204",""
"A_33_P3244872","CEP350"
"A_24_P280333","KRT40"
"A_33_P3233764","LATS1"
"A_33_P3310276",""
"A_33_P3422289",""
"A_21_P0004126","XLOC_004814"
"A_24_P386622","ARRB1"
"A_21_P0013964","LOC100506928"
"A_23_P319895","SETD1B"
"A_32_P161762","RUNX2"
"A_23_P132277","MCM5"
"A_23_P396666","TBC1D2B"
"A_21_P0005315","XLOC_006507"
"A_23_P56127","SMG9"
"A_32_P201496","POLR3H"
"A_23_P47322","BTG4"
"A_33_P3227798","LOC100129995"
"A_21_P0014026","IGANRP"
"A_21_P0013954","LOC100292922"
"A_23_P25868","NAA30"
"A_33_P3268618","WDR19"
"A_23_P90296","DYRK1B"
"A_23_P69908","GLRX"
"A_21_P0005324","XLOC_006561"
"A_33_P3410859","LOC729603"
"A_24_P376441","TAF5L"
"A_23_P62377","PNCK"
"A_21_P0009640","XLOC_012899"
"A_24_P174613","FBXW7"
"A_33_P3253596","KIF4A"
"A_24_P237804","POTED"
"A_21_P0003961","XLOC_004275"
"A_32_P107876","FRAS1"
"A_24_P380536","CD164"
"A_33_P3267460","RFX3"
"A_33_P3353816","ITGA4"
"A_21_P0008804","XLOC_011615"
"A_33_P3826751","DKFZp451B082"
"A_23_P65757","CCNB2"
"A_33_P3322949","C10orf108"
"A_23_P346405","MCU"
"A_23_P10156","CHMP6"
"A_21_P0014414","LOC100506369"
"A_21_P0001752","XLOC_001174"
"A_32_P207124","CT47A11"
"A_33_P3381338","TNXB"
"A_23_P20139","TAS2R3"
"A_33_P3284518","UHRF1BP1L"
"A_23_P88873","GAN"
"A_23_P148463","CUL4B"
"A_21_P0014788","LOC100652971"
"A_32_P116660","RBM43"
"A_33_P3328395","LOC146481"
"A_33_P3238671","C20orf196"
"A_23_P39263","ZNF57"
"A_24_P225635","HNRPLL"
"A_19_P00318329","XLOC_004789"
"A_23_P423074","FAM169A"
"A_33_P3238052","C12orf24"
"A_33_P3227696","SLC9A5"
"A_21_P0002848","XLOC_003096"
"A_23_P207766","ARHGDIA"
"A_33_P3286372","C2orf48"
"A_33_P3242883","DLX6"
"A_21_P0009421","XLOC_012665"
"A_33_P3269854",""
"A_23_P21976","CSPG4"
"A_21_P0003336","XLOC_003458"
"A_33_P3313940",""
"A_21_P0011119","PARP4"
"A_24_P304449","MLEC"
"A_33_P3227661",""
"A_19_P00810806",""
"A_21_P0011798","XLOC_l2_007274"
"A_21_P0011662","LOC647946"
"A_21_P0004529","XLOC_004565"
"A_33_P3321462","OR5B21"
"A_33_P3263851","FLJ46020"
"A_21_P0013945","LOC100288601"
"A_33_P3343073","SMARCB1"
"A_23_P141044","ZNF688"
"A_21_P0013160","XLOC_l2_013149"
"A_33_P3258346","XAF1"
"A_33_P3356926","APBB3"
"A_33_P3341442","CSF2RB"
"A_21_P0004234","XLOC_004308"
"A_24_P475864","RRN3P2"
"A_21_P0013756","XLOC_l2_015476"
"A_21_P0000352","SCARNA4"
"A_23_P212945","HTN3"
"A_21_P0005387","XLOC_006121"
"A_33_P3251796","PDSS1"
"A_21_P0010554","XLOC_l2_000399"
"A_21_P0003984","XLOC_004335"
"A_21_P0006387","XLOC_007808"
"A_33_P3416043",""
"A_21_P0007064","XLOC_008495"
"A_33_P3316064",""
"A_21_P0008453","XLOC_011061"
"A_33_P3415300","CPLX2"
"A_33_P3343785","C20orf72"
"A_21_P0011690","XLOC_l2_006704"
"A_33_P3408117","ZNF717"
"A_33_P3350207","HCFC1R1"
"A_19_P00800283","XLOC_009387"
"A_33_P3224105","C15orf23"
"A_23_P141656","DRG2"
"A_23_P320261","DMKN"
"A_19_P00319213","XLOC_010889"
"A_23_P167983","HIST1H2AC"
"A_33_P3254073","C9orf68"
"A_24_P87458","FBF1"
"A_33_P3382222","C6orf220"
"A_21_P0009561","XLOC_012850"
"A_33_P3246293","HBS1L"
"A_21_P0002150","XLOC_002560"
"A_24_P94651","ARIH2"
"A_33_P3211098",""
"A_21_P0011823","XLOC_l2_007449"
"A_21_P0013922","LOC100287437"
"A_24_P19544","STK39"
"A_24_P231173","GIGYF1"
"A_24_P737939","C6orf154"
"A_21_P0008246","XLOC_010542"
"A_33_P3303309","LOC150622"
"A_23_P417113","RBM33"
"A_21_P0014753","DNAPTP3"
"A_33_P3226710","C7orf13"
"A_33_P3283231","YY2"
"A_24_P365015","HOXB13"
"A_21_P0005612","XLOC_006663"
"A_33_P3299232","LOC96610"
"A_21_P0008134","XLOC_010548"
"A_33_P3389298","ZNF30"
"A_23_P368338","BET3L"
"A_21_P0004243","XLOC_004353"
"A_19_P00320532","IPW"
"A_21_P0003277","XLOC_003031"
"A_23_P202978","CASP1"
"A_32_P405973","ADCY2"
"A_21_P0001439","XLOC_000618"
"A_23_P123256","PDAP1"
"A_21_P0001357","XLOC_000326"
"A_32_P165974","GRM7"
"A_33_P3342051","LOC347411"
"A_21_P0010205","XLOC_014073"
"A_24_P270999","SCN4A"
"A_23_P315892","ST6GALNAC6"
"A_33_P3359748","SARS"
"A_23_P370434","C1QBP"
"A_21_P0003610","XLOC_003544"
"A_33_P3216928",""
"A_33_P3402211","LOC100506220"
"A_24_P940125","CNOT6"
"A_19_P00323028","XLOC_011183"
"A_21_P0013743","XLOC_l2_015342"
"A_33_P3333177","LOC644083"
"A_33_P3388486","LOC100129518"
"A_21_P0009410","XLOC_012567"
"A_21_P0002140","XLOC_002496"
"A_33_P3695899","FLJ31104"
"A_33_P3392677",""
"A_33_P3239184",""
"A_32_P162150","TAB3"
"A_24_P153820","HYDIN"
"A_33_P3288839","C14orf37"
"A_21_P0012246","XLOC_l2_009285"
"A_23_P137470","SIPA1L2"
"A_33_P3321324","FLJ37786"
"A_24_P396197","PRKCSH"
"A_33_P3310274","LGR6"
"A_19_P00322453","XLOC_l2_010405"
"A_33_P3339103","POLR1C"
"A_33_P3219514","ADAMTS20"
"A_23_P25155","GPR84"
"A_21_P0003834","XLOC_003547"
"A_33_P3361758","C15orf33"
"A_33_P3226995","CD7"
"A_33_P3271652","HHIPL1"
"A_23_P4545","MRO"
"A_23_P412515","CLDN12"
"A_23_P155556","CLDND1"
"A_24_P135862",""
"A_21_P0013496","XLOC_l2_014234"
"A_21_P0003150","XLOC_003202"
"A_24_P31627","KCNB1"
"A_33_P3408232","MUC22"
"A_33_P3389286","SFN"
"A_33_P3708763","LOC283501"
"A_33_P3226835","YSK4"
"A_21_P0003365","XLOC_003541"
"A_33_P3373437","LOC100129463"
"A_23_P86002","TMED5"
"A_21_P0000183","LOC100505676"
"A_23_P204736","GPD1"
"A_33_P3860067",""
"A_33_P3371224","ANO10"
"A_33_P3359473","SUV420H2"
"A_21_P0013939","DCLRE1C"
"A_23_P318432","PKD1L1"
"A_33_P3261433",""
"A_23_P328642","ALS2CR11"
"A_32_P182662","AIDA"
"A_23_P433016","FBLN1"
"A_21_P0004557","XLOC_004850"
"A_23_P130418","NDUFV2"
"A_33_P3409458","C9orf171"
"A_21_P0014579","LOC100507175"
"A_23_P93269","ZNF165"
"A_23_P12526","TP53BP2"
"A_33_P3322363","HMSD"
"A_21_P0014433","LOC100506800"
"A_23_P381577","ZNF25"
"A_33_P3519424","LOC386597"
"A_32_P137966","DEPDC4"
"A_33_P3406413",""
"A_24_P411749","GPR126"
"A_33_P3316440",""
"A_23_P137578","FBXO28"
"A_21_P0002209","LOC388946"
"A_24_P181055","ST3GAL4"
"A_24_P50753","NUDT4"
"A_23_P48977","MRPS11"
"A_24_P76649","GPRIN3"
"A_23_P355311","PTCH2"
"A_33_P3385671",""
"A_23_P163580","CENPT"
"A_21_P0007992","XLOC_010594"
"A_33_P3210622","ASB13"
"A_23_P21800",""
"A_21_P0014532","LOC100287415"
"A_23_P37736","TNFRSF17"
"A_21_P0006607","XLOC_008328"
"A_23_P55107","ULK2"
"A_21_P0012917","XLOC_l2_012147"
"A_23_P54469","ISL2"
"A_19_P00321461","XLOC_l2_011204"
"A_33_P3391211","RAB12"
"A_23_P169257","TNFSF8"
"A_24_P400130","KRTAP7-1"
"A_23_P87982","ATP12A"
"A_24_P243741","ADAM22"
"A_21_P0011045","XLOC_l2_002952"
"A_33_P3441031","LOC387895"
"A_23_P50735","ZNF181"
"A_23_P258136","MXRA5"
"A_21_P0000913","XLOC_000222"
"A_23_P259328","PEX3"
"A_33_P3327587","LOC100127904"
"A_33_P3303121","RAP2B"
"A_33_P3389713","OR5AR1"
"A_33_P3312342",""
"A_21_P0004779","XLOC_005851"
"A_33_P3336642","THOC3"
"A_23_P5703","LYG2"
"A_33_P3322553","MED25"
"A_21_P0000125","LOC100287482"
"A_24_P100613","LAMA1"
"A_23_P218079","SLC38A2"
"A_33_P3363893",""
"A_21_P0013066","XLOC_l2_012911"
"A_21_P0011766","XLOC_l2_007147"
"A_21_P0001271","XLOC_000094"
"A_33_P3379881",""
"A_21_P0003688","XLOC_003799"
"A_33_P3291294","EXTL3"
"A_24_P400507","C3orf64"
"A_33_P3239190",""
"A_32_P181103","GGCX"
"A_23_P24796","FAM160A2"
"A_23_P58407","UGT2B15"
"A_33_P3268275",""
"A_21_P0002146","XLOC_002526"
"A_23_P30175","ERBB2IP"
"A_21_P0004328","XLOC_004627"
"A_21_P0010398","XLOC_014172"
"A_33_P3303102","MYNN"
"A_21_P0008688","XLOC_011374"
"A_33_P3322150",""
"A_23_P139958","CDK8"
"A_23_P43150","ZHX1"
"A_24_P58204","OR51B5"
"A_33_P3415778","LOC100129721"
"A_21_P0004830","XLOC_005151"
"A_23_P48029","CLEC4A"
"A_24_P228637","SETD4"
"A_33_P3345501",""
"A_23_P320846","DEFB125"
"A_33_P3836435",""
"A_23_P258108",""
"A_23_P18078","RARRES1"
"A_24_P375227",""
"A_24_P193435","TJP1"
"A_23_P79572","MGC16025"
"A_23_P56380","ZC3H15"
"A_33_P3387155","LOC374443"
"A_24_P370471","ATG10"
"A_21_P0011418","PKD1"
"A_21_P0009705","XLOC_013034"
"A_21_P0013711","XLOC_l2_015038"
"A_33_P3320808","NDUFS7"
"A_23_P22800","TSPY3"
"A_21_P0014311","LOC100507235"
"A_21_P0004266","XLOC_004431"
"A_21_P0012251","XLOC_l2_009303"
"A_24_P191656","ACAD9"
"A_21_P0006835","XLOC_008382"
"A_23_P90419","PBX4"
"A_21_P0006784","XLOC_008917"
"A_33_P3351510","IL1RAPL1"
"A_23_P86570","ANXA7"
"A_33_P3648597","LOC283075"
"A_33_P3495120","CCDC141"
"A_23_P160354","AKT3"
"A_33_P3299580","CCDC129"
"A_23_P85560","EIF3I"
"A_33_P3298930","LOC389300"
"A_23_P329740","UBC"
"A_33_P3325280",""
"A_21_P0009887","XLOC_013675"
"A_21_P0006105","XLOC_007839"
"A_33_P3499174","URM1"
"A_33_P3221164","UTP23"
"A_21_P0007148","XLOC_009286"
"A_33_P3399943","RPS6KA2"
"A_21_P0004990","XLOC_005579"
"A_33_P3288125","LOC284395"
"A_23_P139434","PRB2"
"A_33_P3401753","FFAR3"
"A_24_P6674","WDR31"
"A_24_P1054","TONSL"
"A_21_P0011440","XLOC_l2_005244"
"A_33_P3277437","ERI2"
"A_33_P3384885","ZNF511"
"A_23_P41750","SPZ1"
"A_32_P229618","DLG2"
"A_23_P72961","PRPS1"
"A_21_P0010168","XLOC_013973"
"A_21_P0008966","XLOC_011774"
"A_19_P00315519","XLOC_004914"
"A_21_P0013385","INTS4"
"A_21_P0001898","XLOC_001619"
"A_21_P0012049","FBXO25"
"A_33_P3273552","KRT83"
"A_33_P3343066","PAX2"
"A_21_P0003949","XLOC_004257"
"A_33_P3442301","LOC100271836"
"A_19_P00326532","LOC100507018"
"A_33_P3327250",""
"A_23_P43350","MLANA"
"A_23_P39813","TTC31"
"A_33_P3273290","ZNF28"
"A_33_P3302075","UGT1A8"
"A_23_P368067","TAP2"
"A_24_P396327","TYW3"
"A_33_P3419006","GNRHR"
"A_24_P184388","LRTOMT"
"A_21_P0011123","XLOC_l2_003627"
"A_33_P3267502","ANKRD16"
"A_33_P3266091",""
"A_21_P0009707","XLOC_013038"
"A_24_P204819","SPRY3"
"A_33_P3241651","SYTL4"
"A_21_P0009171","XLOC_012237"
"A_24_P279870","PDYN"
"A_23_P374226","SSX7"
"A_21_P0011343","XLOC_l2_004817"
"A_23_P168368","C7orf69"
"A_19_P00315863","XLOC_l2_008434"
"A_33_P3559060","PNPLA5"
"A_21_P0001493","XLOC_000794"
"A_23_P349310","TNRC6A"
"A_33_P3269740","FAM86B2"
"A_33_P3210762","ADAMTS7"
"A_21_P0011015","XLOC_l2_002761"
"A_21_P0000921","XLOC_000572"
"A_23_P88893","DEF8"
"A_21_P0012205","XLOC_l2_009219"
"A_21_P0001556","XLOC_000939"
"A_23_P40919","GPR128"
"A_32_P148275","SPIC"
"A_33_P3382748","KDM5A"
"A_32_P155776","POTEKP"
"A_24_P84340","MAST4"
"A_33_P3417542",""
"A_21_P0001687","XLOC_000256"
"A_33_P3315060","ZC3H11A"
"A_23_P213908","PHAX"
"A_21_P0007690","XLOC_010026"
"A_33_P3317321","TPMT"
"A_21_P0006307","XLOC_007814"
"A_24_P363278","MAK"
"A_33_P3342175","LOC100130580"
"A_21_P0008627","XLOC_011226"
"A_23_P9319","SPIN1"
"A_33_P3245858","LOC100131581"
"A_33_P3315915",""
"A_24_P90878","THUMPD1"
"A_21_P0012677","XLOC_l2_011244"
"A_33_P3256828","LOC100127910"
"A_33_P3217465","MID1IP1"
"A_21_P0010677","XLOC_l2_001359"
"A_24_P344976","ARR3"
"A_33_P3398548","BLZF1"
"A_21_P0011007","LOC283116"
"A_33_P3376546","PTGFR"
"A_33_P3310989","UBAP2L"
"A_33_P3369398",""
"A_33_P3292241",""
"A_23_P208293","PVRL2"
"A_21_P0001569","XLOC_000964"
"A_33_P3296975",""
"A_21_P0003096","XLOC_003017"
"A_24_P361408","TTLL6"
"A_21_P0013544","XLOC_l2_014686"
"A_33_P3314659","SPEF2"
"A_21_P0007095","XLOC_008701"
"A_33_P3812027","LOC414300"
"A_21_P0012314","XLOC_l2_009302"
"A_33_P3360758","KCNQ2"
"A_33_P3312642","CXorf64"
"A_24_P191833","SREK1"
"A_23_P156683","LTA"
"A_21_P0008727","XLOC_011436"
"A_33_P3341796","SEL1L2"
"A_23_P39034","SMARCA4"
"A_21_P0010976","XLOC_l2_002311"
"A_21_P0006971","XLOC_008730"
"A_33_P3228647","OR14J1"
"A_19_P00316035","XLOC_l2_006675"
"A_23_P379026","GTPBP2"
"A_23_P126486","CROCCP2"
"A_23_P251795","GPC2"
"A_21_P0011467","HERC2"
"A_23_P107933","VRK3"
"A_32_P120638","INTS4"
"A_21_P0009675","XLOC_012908"
"A_21_P0004774","XLOC_005812"
"A_21_P0006786","XLOC_008924"
"A_24_P208081","PLA2G2F"
"A_21_P0012998","XLOC_l2_012135"
"A_21_P0013645","XLOC_l2_015205"
"A_21_P0011079","FAM86B2"
"A_21_P0006532","XLOC_008149"
"A_33_P3256282","KRTAP10-2"
"A_24_P68222","CD99P1"
"A_24_P216765","TOMM20"
"A_21_P0001059","XLOC_000554"
"A_33_P3280192","ANKRD27"
"A_21_P0013924","LOC100287509"
"A_23_P97442","TMEM222"
"A_23_P155939","ZNF595"
"A_33_P3367889","LOC100130657"
"A_33_P3226761","SOX18"
"A_33_P3805819","LOC100505890"
"A_21_P0003123","XLOC_003147"
"A_33_P3247204","LOC619207"
"A_33_P3302791","LOC730338"
"A_33_P3275310","ATXN3"
"A_23_P133236","PCDHB14"
"A_23_P157875","FCN1"
"A_21_P0003516","XLOC_004095"
"A_23_P147786","RIMS2"
"A_24_P216313","ERGIC3"
"A_33_P3438072","LOC157273"
"A_21_P0007081","XLOC_008636"
"A_33_P3759592","FLJ13773"
"A_21_P0004311","XLOC_004590"
"A_21_P0013258","XLOC_l2_013532"
"A_33_P3360912","ZNF236"
"A_21_P0008307","XLOC_010778"
"A_21_P0009173","XLOC_012241"
"A_21_P0001054","XLOC_000546"
"A_24_P244100","DNAJB12"
"A_23_P148879","ATP1A2"
"A_32_P25357","CDH15"
"A_23_P42241","OR5V1"
"A_24_P166407","HIST1H4B"
"A_21_P0009499","XLOC_012715"
"A_23_P35092","IL19"
"A_33_P3769406","PIGU"
"A_21_P0007027","XLOC_008975"
"A_21_P0007253","XLOC_009243"
"A_21_P0002966","XLOC_002685"
"A_24_P370096","ZNF230"
"A_33_P3399114","MGC2752"
"A_33_P3240018","PDE3B"
"A_24_P144163",""
"A_21_P0009381","XLOC_012142"
"A_33_P3272553","NCAPH2"
"A_33_P3618956","TAAR3"
"A_21_P0008381","XLOC_010920"
"A_21_P0012879","XLOC_l2_011901"
"A_21_P0000136","GPR33"
"A_21_P0001373","XLOC_000389"
"A_23_P205913","SLC24A1"
"A_33_P3762918","LOC100216546"
"A_33_P3271657","HHIPL1"
"A_21_P0005031","XLOC_005755"
"A_33_P3758973","DKFZP761C1711"
"A_33_P3279109","ZNF75A"
"A_21_P0012851","XLOC_l2_011793"
"A_33_P3393851","ATP2B2"
"A_33_P3362636","CISD3"
"A_32_P160563","OPCML"
"A_21_P0013375","LOC441204"
"A_33_P3394234","ZNF133"
"A_32_P358115","LOC284648"
"A_33_P3220678",""
"A_33_P3337485","CD248"
"A_21_P0002867","XLOC_003194"
"A_21_P0013413","XLOC_l2_013730"
"A_33_P3631022","LOC100270680"
"A_33_P3209581","IQSEC3"
"A_33_P3306679","PLEKHG7"
"A_33_P3221828",""
"A_33_P3211959",""
"A_32_P225659","UTS2D"
"A_23_P311150","SPTSSA"
"A_33_P3272145",""
"A_21_P0003334","XLOC_003457"
"A_33_P3372212","PSG10P"
"A_21_P0001508","XLOC_000844"
"A_21_P0014430","FLJ32756"
"A_21_P0006302","XLOC_007807"
"A_33_P3345031",""
"A_21_P0003530","XLOC_004140"
"A_33_P3247237","CIZ1"
"A_33_P3248602","DUX4"
"A_23_P341503","C3orf35"
"A_21_P0010645","XLOC_l2_001076"
"A_24_P218265","TNFRSF10B"
"A_19_P00320162","LOC100132240"
"A_21_P0011829","XLOC_l2_007452"
"A_23_P376870","C14orf79"
"A_33_P3253960","DHRS11"
"A_21_P0014285","LOC100506465"
"A_33_P3388357","WDR87"
"A_24_P922919","ACP1"
"A_21_P0003431","XLOC_003775"
"A_21_P0013893","XLOC_l2_015938"
"A_21_P0005494","XLOC_006433"
"A_19_P00801279","P39194"
"A_33_P3336700","SHROOM3"
"A_33_P3416218",""
"A_24_P401637","LOC100130856"
"A_33_P3238548","C3orf36"
"A_19_P00809029","A2LD1"
"A_24_P6428","C20orf177"
"A_33_P3397768","PPP6R2"
"A_23_P54840","MT1A"
"A_19_P00317171","LOC727677"
"A_33_P3348802",""
"A_33_P3266479","OR13G1"
"A_21_P0008486","XLOC_011117"
"A_24_P233850","SDHC"
"A_21_P0001179","XLOC_001030"
"A_23_P37167","MYH6"
"A_33_P3221665","KIF21B"
"A_23_P252471","PECAM1"
"A_21_P0012929","XLOC_l2_012319"
"A_23_P501831","C5orf4"
"A_33_P3229215","ATP1A1OS"
"A_23_P422766","KLHDC1"
"A_33_P3359027","CCDC42B"
"A_23_P137035","PIR"
"A_33_P3288594","LOC100129055"
"A_23_P90407","CASP14"
"A_21_P0001984","XLOC_001922"
"A_21_P0008183","XLOC_010664"
"A_33_P3287303","ASCL4"
"A_21_P0001859","LOC100506300"
"A_23_P53329","FLJ13224"
"A_21_P0000159","ZNF568"
"A_23_P8240","FAM50B"
"A_21_P0007327","XLOC_009394"
"A_21_P0003952","XLOC_004264"
"A_23_P46039","FCRLA"
"A_23_P144807","SEPT8"
"A_23_P89056","NUP93"
"A_21_P0007321","XLOC_009382"
"A_19_P00809992","C11orf74"
"A_23_P364625","LRRC19"
"A_21_P0006061","XLOC_007603"
"A_33_P3265290","RPL24"
"A_21_P0012539","XLOC_l2_010226"
"A_33_P3359253","MAD2L2"
"A_33_P3223142",""
"A_33_P3406458","NANP"
"A_33_P3236651","MAP2K7"
"A_23_P36397","CYP27B1"
"A_21_P0004087","XLOC_004689"
"A_21_P0014390","LOC100507111"
"A_33_P3267844","OR51Q1"
"A_21_P0002678","XLOC_002366"
"A_21_P0010429","XLOC_014288"
"A_23_P317082","SYTL5"
"A_21_P0010793","LOC100132287"
"A_21_P0005819","LOC157860"
"A_21_P0004926","FLJ34503"
"A_21_P0002243","XLOC_001539"
"A_24_P356453","CCDC56"
"A_24_P308029","HSPB6"
"A_33_P3423853","C20orf166-AS1"
"A_21_P0009166","XLOC_012176"
"A_33_P3287258",""
"A_33_P3228385","ATPIF1"
"A_33_P3419970","NPB"
"A_21_P0002276","XLOC_001638"
"A_33_P3297080","FLG2"
"A_23_P14351","AKAP6"
"A_33_P3391375","LANCL3"
"A_23_P31725","BLK"
"A_21_P0009433","XLOC_012598"
"A_33_P3404014","C20orf107"
"A_21_P0004197","XLOC_004250"
"A_21_P0001741","XLOC_001009"
"A_23_P217068","RPL12"
"A_21_P0010655","XLOC_l2_001118"
"A_23_P111843","ZNHIT1"
"A_21_P0004115","XLOC_004761"
"A_21_P0012580","XLOC_l2_010625"
"A_23_P121120","GPR87"
"A_33_P3214199","ZNF532"
"A_23_P64828","OAS1"
"A_23_P141549","RPS7"
"A_21_P0004427","XLOC_004942"
"A_23_P380526","DPPA4"
"A_33_P3369452","C22orf25"
"A_23_P219144","CLTA"
"A_33_P3264424",""
"A_33_P3273136","CCDC90A"
"A_33_P3702364","SNX24"
"A_23_P71037","IL6"
"A_23_P207058","SOCS3"
"A_21_P0007843","XLOC_009820"
"A_23_P82913","TRMT12"
"A_19_P00320906","LOC283033"
"A_33_P3216758","CEACAM16"
"A_21_P0003004","XLOC_002742"
"A_33_P3668839","LOC644656"
"A_23_P385861","CDCA2"
"A_19_P00318107","human"
"A_24_P410100",""
"A_33_P3367994","TAF8"
"A_23_P392384","AIF1L"
"A_33_P3269869","LOC284009"
"A_24_P341187","GBA2"
"A_23_P353524","IVL"
"A_33_P3650353","SNORA33"
"A_24_P759477","ITGB8"
"A_33_P3423563",""
"A_33_P3362548",""
"A_24_P152468","LOC100134663"
"A_33_P3281299","PCDHA10"
"A_21_P0002151","XLOC_001300"
"A_23_P154938","HIRA"
"A_33_P3299761","KRT23"
"A_21_P0011133","TPTE2"
"A_33_P3214072","LOC729175"
"A_32_P88719","RAB40AL"
"A_23_P43690","BNC2"
"A_21_P0003575","XLOC_003457"
"A_33_P3372722",""
"A_23_P19592","PGM3"
"A_33_P3218760","UPF2"
"A_23_P216920","NEK6"
"A_33_P3314594","RAB37"
"A_24_P282416","ABL1"
"A_24_P53353","RAB12"
"A_23_P102706","SNPH"
"A_33_P3395289",""
"A_21_P0012612","XLOC_l2_010833"
"A_21_P0012149","XLOC_l2_008639"
"A_33_P3217009","LOC154860"
"A_33_P3414883","ATMIN"
"A_24_P328492","SOCS5"
"A_33_P3224803","NCF1"
"A_33_P3235177","TET3"
"A_33_P3228295","RCL1"
"A_23_P158851","PCDH10"
"A_23_P160631","CCT3"
"A_33_P3238978","TGIF2LY"
"A_23_P157268","CLDN12"
"A_21_P0002163","XLOC_001338"
"A_23_P156784","MCHR2"
"A_23_P216455","RLN2"
"A_21_P0010762","XLOC_l2_000941"
"A_21_P0003971","XLOC_004293"
"A_21_P0013683","XLOC_l2_015336"
"A_33_P3246663","PIRT"
"A_21_P0004216","LOC340094"
