"ID","Gene symbol"
"A_33_P3762733","D21S2088E"
"A_24_P85775","C1orf38"
"A_21_P0007572","XLOC_009788"
"A_33_P3302210","LOC100129129"
"A_33_P3286208","LRR1"
"A_21_P0003497","XLOC_004058"
"A_23_P145501","MED23"
"A_33_P3261586","CCDC108"
"A_33_P3334703","LOC729626"
"A_33_P3323999","SBF1"
"A_23_P502747","RASAL2"
"A_23_P59005","TAP1"
"A_33_P3281816","CAP1"
"A_21_P0009532","XLOC_012786"
"A_21_P0003377","XLOC_003572"
"A_23_P383118","ZSWIM5"
"A_24_P865245",""
"A_23_P46396","PTBP2"
"A_21_P0004442","XLOC_004989"
"A_23_P376172","C1orf64"
"A_21_P0003652","XLOC_003694"
"A_23_P170058","PSMB2"
"A_32_P40288","TMEM200A"
"A_33_P3385993","TTLL9"
"A_33_P3345816","GPER"
"A_21_P0010881","XLOC_l2_001984"
"A_21_P0005442","XLOC_006291"
"A_21_P0000948","XLOC_000048"
"A_33_P3304082",""
"A_33_P3385161","EFCAB9"
"A_21_P0002437","XLOC_002085"
"A_23_P55127","C17orf48"
"A_21_P0012143","XLOC_l2_008888"
"A_33_P3467933","LOC286154"
"A_21_P0000982","XLOC_000231"
"A_21_P0011404","XLOC_l2_004757"
"A_23_P76234","RPH3A"
"A_33_P3306352","C20orf108"
"A_21_P0001927","XLOC_001707"
"A_33_P3236902",""
"A_23_P99967","BBS4"
"A_21_P0014704","LOC100509671"
"A_33_P3330944",""
"A_33_P3746734","LINC00251"
"A_33_P3307247","AK5"
"A_32_P99032","LOC100240734"
"A_23_P38346","DHX58"
"A_23_P61466","CD163L1"
"A_33_P3296697","PHF2P1"
"A_21_P0003110","XLOC_003077"
"A_23_P31536","SSBP1"
"A_32_P515431","LOC100132057"
"A_23_P208937","TLE6"
"A_21_P0001020","XLOC_000421"
"A_23_P54340","MEGF11"
"A_21_P0004508","XLOC_004420"
"A_21_P0010442","XLOC_014378"
"A_24_P256018",""
"A_23_P53288","CNPY2"
"A_33_P3377239","LOC100270804"
"A_24_P336551","BGLAP"
"A_23_P138835","CAPN1"
"A_21_P0000240","SNORD100"
"A_21_P0005617","FLJ45248"
"A_21_P0009412","LOC100499467"
"A_21_P0009928","XLOC_013437"
"A_24_P20369","SLC6A20"
"A_33_P3387062",""
"A_23_P73632","NR0B1"
"A_21_P0003630","XLOC_003613"
"A_21_P0000661","SNHG4"
"A_23_P59022","TRERF1"
"A_24_P175427","MRRF"
"A_23_P62607","IL22RA1"
"A_33_P3274642","UNC80"
"A_21_P0005947","XLOC_006916"
"A_32_P49423","NPM1"
"A_33_P3289541","MLLT1"
"A_33_P3482446","LOC339298"
"A_21_P0008152","XLOC_010588"
"A_33_P3375950",""
"A_23_P200199","TXNDC12"
"A_23_P355824","MGRN1"
"A_24_P342096","FAM27A"
"A_23_P259451","LSM6"
"A_33_P3295096","NAG20"
"A_21_P0013600","XLOC_l2_015033"
"A_33_P3257155","SMAP1"
"A_23_P122443","HIST1H1C"
"A_24_P2648","PTPN14"
"A_21_P0007104","XLOC_008835"
"A_21_P0002184","XLOC_001397"
"A_24_P337000","TTC7A"
"A_21_P0006434","XLOC_008074"
"A_23_P80200","LOC400891"
"A_24_P233570","PSMB1"
"A_19_P00318183","LOC400456"
"A_23_P135454","AFG3L2"
"A_33_P3316323","RBMS1"
"A_33_P3422260","LOC729305"
"A_21_P0007927","XLOC_010323"
"A_21_P0010336","XLOC_014388"
"A_21_P0007106","XLOC_008844"
"A_33_P3241043",""
"A_23_P361333","C3orf20"
"A_33_P3256344",""
"A_23_P70468","OR2B6"
"A_21_P0002166","XLOC_001341"
"A_33_P3367316","SCAND2"
"A_33_P3238521",""
"A_24_P410463","TRPM6"
"A_19_P00321597","XLOC_011117"
"A_23_P9280","LOC389765"
"A_23_P23584","CTNNBIP1"
"A_24_P29686","ZMIZ2"
"A_21_P0002726","XLOC_002575"
"A_21_P0013956","PPFIA4"
"A_23_P13554","ALG8"
"A_21_P0013272","XLOC_l2_013621"
"A_23_P124476","CLCN3"
"A_33_P3336557",""
"A_33_P3397081",""
"A_33_P3323564","LOC646324"
"A_33_P3231382",""
"A_33_P3400477","STIL"
"A_21_P0007826","XLOC_009678"
"A_33_P3286112",""
"A_33_P3410484","SLC13A3"
"A_21_P0005932","XLOC_006745"
"A_33_P3265260",""
"A_19_P00317818","XLOC_007808"
"A_23_P8055","NRM"
"A_24_P8494","SEC61B"
"A_21_P0003358","XLOC_003525"
"A_33_P3260106",""
"A_23_P29005","SAMSN1"
"A_24_P245246","PIP4K2B"
"A_33_P3366550",""
"A_33_P3210009",""
"A_21_P0001081","XLOC_000640"
"A_19_P00316110","XLOC_014105"
"A_23_P35484","PNLIPRP1"
"A_24_P14260","CARD8"
"A_33_P3268726",""
"A_21_P0004188","XLOC_005057"
"A_21_P0013498","XLOC_l2_014289"
"A_33_P3368471","NT5DC1"
"A_21_P0009659","XLOC_012925"
"A_23_P134729","C8orf39"
"A_33_P3219578","ZIC1"
"A_33_P3281176",""
"A_33_P3401846",""
"A_33_P3544880","LOC142937"
"A_23_P358221","UBXN7"
"A_33_P3324552",""
"A_33_P3327479","ZDHHC3"
"A_23_P501451","SLX1A"
"A_21_P0006187","LOC158435"
"A_21_P0011730","XLOC_l2_006973"
"A_33_P3406255",""
"A_23_P81262","PCDHB4"
"A_23_P76823","ADSSL1"
"A_21_P0013548","XLOC_l2_014694"
"A_32_P223017","MAP3K6"
"A_21_P0000494","SNORA16B"
"A_33_P3325257","LOC442421"
"A_33_P3367438","NRXN3"
"A_33_P3271325","PER4"
"A_23_P136777","APOD"
"A_33_P3325914","TAPBP"
"A_24_P944991","SREK1IP1"
"A_33_P3339173","SRP9"
"DCP_22_2",""
"A_33_P3375899",""
"A_21_P0014470","LOC100131510"
"A_21_P0013092","XLOC_l2_013119"
"A_33_P3324854","CCDC48"
"A_21_P0009267","XLOC_012291"
"A_33_P3326387","CCDC149"
"A_21_P0006911","XLOC_008610"
"A_21_P0012717","XLOC_l2_010602"
"A_21_P0011860","XLOC_l2_007586"
"A_24_P64393","MARCH5"
"A_23_P314120","CHKB"
"A_24_P273799","ZNF641"
"A_33_P3232798","RAB11FIP1"
"A_21_P0005105","XLOC_005160"
"A_33_P3268378","FAM167A"
"A_32_P930685","ZNF876P"
"A_33_P3506553","C21orf91-OT1"
"A_21_P0008652","XLOC_011299"
"A_21_P0003136","XLOC_003177"
"A_21_P0004957","XLOC_005508"
"A_24_P254705","ZNF695"
"A_23_P99579","C14orf142"
"A_24_P276628","PPT1"
"A_33_P3383936","DHX30"
"A_33_P3276068","BET3L"
"A_21_P0011819","XLOC_l2_007433"
"A_33_P3363537",""
"A_33_P3340468","CENPI"
"A_33_P3372488","TCTN3"
"A_33_P3224996",""
"A_23_P53176","FOLR1"
"A_21_P0010630","XLOC_l2_000969"
"A_33_P3310009","DCAF8L2"
"A_23_P353614","C8orf46"
"A_33_P3413463","BRF1"
"A_23_P207345","ADAM11"
"A_23_P367420","ADAM21"
"A_23_P367628","KIAA0528"
"A_21_P0000229","SNORD108"
"A_33_P3395738","BCAR1"
"A_32_P221958","AGAP7"
"A_19_P00321598","Q2I700"
"A_33_P3268555","SP140"
"A_33_P3290477","ZNF648"
"A_23_P353014","CACNA2D4"
"A_33_P3375086",""
"A_21_P0010444","XLOC_014389"
"A_23_P69537","NMU"
"A_33_P3293869","TIAL1"
"A_33_P3407601",""
"A_33_P3372688","BHLHA9"
"A_33_P3397525","WNT4"
"A_23_P30050","SLC30A9"
"A_23_P328545","GABRP"
"A_21_P0004116","XLOC_004762"
"A_19_P00812468","LOC730102"
"A_23_P39955","ACTG2"
"A_33_P3370310","C8orf83"
"A_19_P00315843","SCARNA16"
"A_33_P3314481",""
"A_24_P226008","MGLL"
"A_33_P3249877","BEST3"
"A_23_P19333","TREM1"
"A_21_P0006990","XLOC_008802"
"A_23_P32938","DDX10"
"A_33_P3253574","OR8B3"
"A_33_P3270317","SLC18A3"
"A_23_P150325","TMEM133"
"A_33_P3298577","SBNO1"
"A_21_P0002426","XLOC_002063"
"A_21_P0005371","XLOC_006039"
"A_33_P3382538","JRKL"
"A_21_P0004024","XLOC_004456"
"A_33_P3260862",""
"A_23_P250212","SGK223"
"A_23_P27894","SAFB2"
"A_33_P3239634","NFYA"
"A_33_P3392250","FAM178A"
"A_21_P0000733","LOC100507629"
"A_33_P3237507","C4orf50"
"A_21_P0011757","XLOC_l2_007096"
"A_23_P366366","SCRN1"
"A_21_P0000453","SNORD115-37"
"A_33_P3397418","ZC3HAV1"
"A_33_P3252181",""
"A_21_P0000111","KLRF2"
"A_33_P3216083","SHPRH"
"A_32_P306678","FAM190A"
"A_23_P171366","USP11"
"A_33_P3237854","LINC00293"
"A_24_P43826","EBF2"
"A_21_P0003387","XLOC_003648"
"A_24_P288685","IL13RA1"
"A_24_P45367","NIPAL3"
"A_19_P00318213","HCG18"
"A_23_P141680","BCAS3"
"A_32_P223189","SUMO1P3"
"A_21_P0012821","XLOC_l2_011426"
"A_21_P0012695","XLOC_l2_011350"
"A_32_P175301","DENND3"
"A_33_P3405038","LOC100130264"
"A_33_P3240482","VENTXP7"
"A_24_P222911","SRSF7"
"A_23_P358917","CYP3A7"
"A_21_P0007911","XLOC_010450"
"A_33_P3214550","CXCR2"
"A_33_P3355208","CROT"
"A_24_P101304","ZNF568"
"A_23_P214627","AIF1"
"A_33_P3274832","LOC283440"
"A_33_P3257222","COMTD1"
"A_23_P136589","BRDT"
"A_33_P3713357","ALCAM"
"A_21_P0005186","XLOC_005939"
"A_21_P0003409","XLOC_003709"
"A_21_P0013679","XLOC_l2_015322"
"A_33_P3340025","GINS1"
"A_23_P45011","PPP1R14C"
"A_33_P3309551","PTPRD"
"A_21_P0008901","XLOC_011633"
"A_33_P3260053","AIF1L"
"A_33_P3221443","ZNF254"
"A_23_P157027","VSTM2A"
"A_23_P168211","VOPP1"
"A_33_P3216557",""
"A_33_P3262431","KREMEN1"
"A_23_P20578","FAM166B"
"A_21_P0013027","XLOC_l2_012584"
"A_33_P3359373","TSC1"
"A_33_P3259625","TTC34"
"A_24_P332739","GUSBP1"
"A_33_P3413083","RHEB"
"A_33_P3318861","DYTN"
"A_33_P3395186",""
"A_33_P3325023","ERLEC1"
"A_33_P3212360",""
"A_23_P62270","KDM5C"
"A_21_P0001136","XLOC_000850"
"A_24_P118247","CTU2"
"A_23_P357365","STAG1"
"A_21_P0009195","XLOC_012507"
"A_19_P00803151","LOC100506119"
"A_23_P155765","HMGB2"
"A_21_P0011951","XLOC_l2_008203"
"A_21_P0006618","XLOC_008580"
"A_21_P0008442","XLOC_011036"
"A_33_P3368039","SLC35B2"
"A_21_P0006121","XLOC_007266"
"A_33_P3396692","SSR1"
"A_24_P235049","MTHFD1L"
"A_19_P00802607","XLOC_001537"
"A_24_P250815","POF1B"
"A_33_P3302025","ADAMTSL1"
"A_33_P3347147","SUPT3H"
"A_23_P115091","RAB25"
"A_21_P0010474","XLOC_014323"
"A_23_P407684","ZNF598"
"A_21_P0006579","XLOC_008151"
"A_24_P129834","TPH2"
"A_19_P00803334","XLOC_009375"
"A_33_P3614348","LOC728868"
"A_32_P49350",""
"A_23_P55749","COL5A3"
"A_23_P417951","TSPYL5"
"A_33_P3278571","MAGIX"
"A_33_P3213561",""
"A_33_P3340847","CARD6"
"A_24_P221198","MBLAC1"
"A_21_P0003794","XLOC_004156"
"A_21_P0004804","XLOC_005928"
"A_21_P0004682","LOC643623"
"A_23_P78410","C18orf55"
"A_33_P3349843","MGAT1"
"A_21_P0002414","XLOC_002019"
"A_23_P20743","C9orf125"
"A_24_P47681","CAND1"
"A_33_P3850216","TRIM55"
"A_21_P0007590","XLOC_009813"
"A_33_P3236724","PROKR1"
"A_21_P0001205","XLOC_001129"
"A_21_P0007307","LOC283177"
"A_23_P59051","SLC17A2"
"A_33_P3307307","MLL"
"A_21_P0009396","XLOC_012315"
"A_23_P50146","SIGLEC15"
"A_24_P276531","SNIP1"
"A_23_P342585","RIMS1"
"A_23_P151653","APEX1"
"A_33_P3213459","FAM70B"
"A_23_P34676","CD247"
"A_33_P3398862","RHOB"
"A_33_P3404697","PSTK"
"A_33_P3226955","NRP1"
"A_23_P124514","DLG2"
"A_33_P3305835","VPREB1"
"A_24_P26177","VPRBP"
"A_24_P367079","SFTA2"
"A_33_P3293403","FOXD4L2"
"A_21_P0013725","XLOC_l2_015201"
"A_19_P00320478","XLOC_005770"
"A_19_P00321941","LOC100216001"
"A_33_P3320782","ATXN7"
"A_33_P3230409",""
"A_33_P3391803",""
"A_21_P0008138","XLOC_010556"
"A_33_P3335975","LOC100128176"
"A_33_P3225552",""
"A_24_P115990","AMHR2"
"A_23_P148121","EHBP1L1"
"A_19_P00327126","GALNT9"
"A_23_P7172","PGM2"
"A_33_P3349761",""
"A_33_P3281010",""
"A_19_P00317836","Q33DX6"
"A_23_P145681","ACTL6B"
"A_33_P3254141","LOC285696"
"A_33_P3234882","PRELP"
"A_23_P44867","AMBN"
"A_33_P3385062","HAUS3"
"A_33_P3409282",""
"A_21_P0003942","XLOC_005005"
"A_23_P160481","DCAF6"
"A_21_P0009255","XLOC_012244"
"A_23_P360302","GUCY2F"
"A_33_P3503537","LOC285178"
"A_33_P3242124","HAUS8"
"A_21_P0010093","XLOC_013547"
"A_24_P331830","KAZN"
"A_24_P362881","IFT57"
"A_21_P0003154","LOC100302640"
"A_21_P0002396","XLOC_001969"
"A_23_P171409","TTTY6"
"A_21_P0003631","XLOC_003615"
"A_21_P0014740","LOC100506992"
"A_21_P0006411","XLOC_007917"
"A_33_P3404814","GNAO1"
"A_21_P0002475","ANKRD36"
"A_21_P0005911","XLOC_007231"
"A_23_P53370","RND1"
"A_33_P3224858","EIF2AK2"
"A_23_P212800","FGF5"
"A_21_P0001826","XLOC_001354"
"A_23_P164042","ERN1"
"A_33_P3312044",""
"A_21_P0011128","NUS1"
"A_21_P0010882","XLOC_l2_001986"
"A_21_P0007696","XLOC_010039"
"A_21_P0007755","XLOC_010190"
"A_24_P196534","PKNOX1"
"A_24_P174503","AMT"
"A_21_P0011926","XLOC_l2_008086"
"A_19_P00321124","XLOC_008823"
"A_33_P3297823",""
"A_33_P3370812","TBC1D1"
"A_21_P0005475","XLOC_006376"
"A_21_P0009923","XLOC_013836"
"A_19_P00319623","JPX"
"A_23_P94141","RAD54B"
"A_21_P0010711","XLOC_l2_000339"
"A_33_P3231858","LOC100133991"
"A_33_P3294881","C3orf19"
"A_21_P0003354","XLOC_003515"
"A_33_P3330791","LOC401220"
"A_21_P0010992","XLOC_l2_002433"
"A_23_P35645","RBM17"
"A_23_P30358","PSD2"
"A_23_P353048","SSPO"
"A_21_P0003103","XLOC_003050"
"A_23_P339309","LIN52"
"A_23_P77103","SORD"
"A_21_P0004939","XLOC_005461"
"A_33_P3212192","CHRNG"
"A_33_P3397336","ZNF461"
"A_21_P0004353","LOC100506858"
"A_19_P00809382","SETD1B"
"A_21_P0006053","XLOC_007566"
"A_21_P0014014","LOC100652883"
"A_23_P398836","TXNDC16"
"A_21_P0012292","LOC388882"
"A_21_P0012339","PI4KA"
"A_23_P399116","WDR64"
"A_23_P417331","RPS6KA3"
"A_23_P383819","TBX3"
"A_33_P3387090",""
"A_21_P0005287","XLOC_006377"
"A_24_P73943","COX11"
"A_32_P207767",""
"A_21_P0000653","LOC283104"
"A_21_P0007980","XLOC_010554"
"A_33_P3418426","SLC3A1"
"A_33_P3295119","LYPD4"
"A_21_P0003996","XLOC_004374"
"A_21_P0011949","XLOC_l2_008203"
"A_24_P307854","FBXL18"
"A_21_P0014894","LOC100652757"
"A_23_P390139","TMEM74"
"A_33_P3353622","RBAK"
"A_21_P0010218","LOC100505827"
"A_33_P3215288","LOC284757"
"A_33_P3211604","RAP1B"
"A_33_P3227443","C16orf54"
"A_33_P3303464","C19orf39"
"A_23_P103628","HEATR1"
"A_33_P3356306","LYG2"
"A_19_P00802954","LOC441239"
"A_21_P0008231","XLOC_010309"
"A_33_P3589033","EPAG"
"A_23_P329956","SPATA3"
"A_24_P521994","KLHL24"
"A_33_P3315600","YY1"
"A_21_P0009367","XLOC_012586"
"A_23_P109470","THOC5"
"A_33_P3266195",""
"A_21_P0006141","XLOC_007341"
"A_21_P0001275","XLOC_000111"
"A_21_P0002873","XLOC_003218"
"A_23_P116890","PRB3"
"A_33_P3266898","DSC3"
"A_24_P212024",""
"A_33_P3306894","C11orf41"
"A_21_P0000119","C7orf10"
"A_21_P0003824","XLOC_003422"
"A_23_P36439",""
"A_19_P00801324","P39195"
"A_33_P3358648","LRRFIP1"
"A_33_P3336592","LOC100499221"
"A_23_P102988","TXNRD2"
"A_21_P0006390","XLOC_007832"
"A_33_P3346533",""
"A_21_P0002648","XLOC_002010"
"A_33_P3290612",""
"A_19_P00322654","LOC400550"
"A_21_P0006935","XLOC_008665"
"A_33_P3223121","HIPK2"
"A_33_P3316562","RPS6KA5"
"A_23_P53788","MTIF3"
"A_24_P225010","RPS15"
"A_23_P329375","POU6F1"
"A_33_P3240392","FOXO3"
"A_33_P3386219","DCLRE1C"
"A_33_P3399748","LOC100131231"
"A_24_P201491","MRPL49"
"A_23_P330788","IQSEC2"
"A_23_P47304","CASP5"
"A_21_P0005616","XLOC_006863"
"A_32_P161751","FLJ33534"
"A_21_P0004955","XLOC_005502"
"A_24_P302802","PCCB"
"A_21_P0002810","LOC100505609"
"A_21_P0010208","XLOC_014096"
"A_33_P3225948","AJAP1"
"A_21_P0000333","SNORA46"
"A_21_P0004869","LOC100131289"
"A_23_P19164","TTC1"
"A_23_P209740","PSMD1"
"A_33_P3347465","ZC3H18"
"A_23_P161909","MS4A3"
"A_21_P0013802","TMLHE"
"A_21_P0004457","XLOC_005050"
"A_23_P350886","KIAA0240"
"A_23_P50052","C18orf12"
"A_21_P0008499","XLOC_011150"
"A_21_P0003888","XLOC_003870"
"A_33_P3374365",""
"A_23_P80832","TMEM41A"
"A_33_P3323989",""
"DCP_20_5",""
"A_21_P0003330","LOC728175"
"A_33_P3283601","LOC389033"
"A_24_P941322","QKI"
"A_23_P200598","MUL1"
"A_19_P00322941","XLOC_004598"
"A_21_P0005402","XLOC_006178"
"A_23_P108948","MREG"
"A_33_P3417502","WNT3A"
"A_21_P0004468","XLOC_005081"
"A_33_P3723580","LOC339975"
"A_33_P3405314","FLJ44477"
"A_33_P3423830","FAM115A"
"A_33_P3275801","DES"
"A_23_P434473","STT3B"
"A_33_P3257050",""
"A_23_P216038","PHF20L1"
"A_33_P3413296","GMDS"
"A_21_P0005390","LOC285902"
"A_33_P3392350",""
"A_23_P90484","SARS2"
"A_21_P0001043","XLOC_000507"
"A_24_P401491","MORN5"
"A_21_P0013495","LOC286184"
"A_33_P3353273",""
"A_33_P3317543","GTF2IRD2"
"A_23_P217367","ATG4A"
"A_23_P43326","SPTLC1"
"A_24_P942517","TMX4"
"A_19_P00812911","LOC728431"
"A_24_P195037","C1orf52"
"A_33_P3248794","NAB2"
"A_24_P29733","CDK14"
"A_23_P139099","OR4A15"
"A_23_P334123","ITFG1"
"A_23_P305914","WSCD2"
"A_33_P3415032","KCNA3"
"A_32_P210202","E2F7"
"A_32_P143000","FAM189A1"
"A_23_P49021","WDR61"
"A_23_P20316","CA3"
"A_33_P3297930","COL8A2"
"A_24_P53241","MYOCD"
"A_23_P98963","CCNT1"
"A_33_P3333554","ACTR3C"
"A_33_P3272105","FLJ38576"
"A_23_P31218","C7orf13"
"A_21_P0009806","XLOC_013350"
"A_21_P0007850","XLOC_009869"
"A_24_P355720","FGF4"
"A_33_P3734378","LOC285954"
"A_33_P3390731","AKTIP"
"A_19_P00321571","LOC100506647"
"A_21_P0007111","XLOC_008894"
"A_23_P119362","EMP3"
"A_21_P0007163","XLOC_009567"
"A_21_P0011252","XLOC_l2_004222"
"A_23_P93360","AGER"
"A_23_P26024","C15orf48"
"A_21_P0011500","LOC100288069"
"A_33_P3246418","MDFI"
"A_21_P0011588","ZNF385C"
"A_33_P3401813",""
"A_23_P67847","GALNT14"
"A_33_P3313519","CHRFAM7A"
"A_24_P393844","DPH2"
"A_23_P387031","COL23A1"
"A_21_P0008387","XLOC_010931"
"A_32_P133670","ANP32A"
"A_21_P0012390","XLOC_l2_009882"
"A_23_P142856","AQP12A"
"A_33_P3361707","MDM2"
"A_33_P3497502","LOC283475"
"A_21_P0001531","XLOC_000901"
"A_33_P3286146","LOC100132891"
"A_21_P0005987","LOC440896"
"A_33_P3440636","LOC286071"
"A_32_P157927",""
"A_23_P46222","TRIM46"
"A_21_P0000191","PSG6"
"A_19_P00318492","P39191"
"A_33_P3399208","HLA-B"
"A_19_P00319050",""
"A_23_P211878","FLNB"
"A_23_P416965","FAM149A"
"A_24_P294832","PTP4A1"
"A_33_P3254801","OGFR"
"A_24_P50908","TRIM11"
"A_24_P318990",""
"A_33_P3223592","APOE"
"A_23_P43557","DENND1A"
"A_23_P27627","ASNA1"
"A_24_P143076","FAM109A"
"A_21_P0005432","XLOC_006252"
"A_21_P0014662","LOC100507395"
"A_21_P0010329","LOC100507637"
"A_23_P64404","FADS3"
"A_23_P68472","DPM1"
"A_21_P0010932","XLOC_l2_001826"
"A_33_P3800664",""
"A_33_P3294302","PHLDA1"
"A_21_P0014738","LOC100509256"
"A_33_P3300308","MAP1LC3A"
"A_23_P385126","DEPDC7"
"A_32_P109683","PAGE2B"
"A_23_P218807","ZC3H7B"
"A_32_P701268","MED12L"
"A_23_P204980","UGGT2"
"A_21_P0004638","XLOC_005225"
"A_33_P3258417",""
"A_33_P3267118","EIF4G3"
"A_33_P3679936","LOC283483"
"A_23_P71415","WDYHV1"
"A_33_P3239123","PPIH"
"A_33_P3296807","HDAC8"
"A_21_P0011505","LOC643802"
"A_23_P208847","SIRT6"
"A_21_P0001460","FLJ42875"
"A_33_P3378545",""
"A_24_P244944","MCTP2"
"A_33_P3319834","OR2T8"
"A_23_P117933","GCSH"
"A_32_P405902","C21orf15"
"A_23_P88630","BLM"
"A_23_P120002","SP110"
"A_33_P3308158","RASA4"
"A_21_P0009937","XLOC_013465"
"A_24_P252780","NHLRC2"
"A_24_P304311","SLC22A8"
"A_23_P93009","SRP19"
"A_21_P0007000","XLOC_008832"
"A_21_P0007377","XLOC_009514"
"A_23_P53614","BRAP"
"A_19_P00804049","LOC401320"
"A_33_P3211864","ARMCX4"
"A_21_P0000058","PROM2"
"A_33_P3248973",""
"A_33_P3404351",""
"A_24_P520767","LOC149351"
"A_21_P0011576","UPF3A"
"A_32_P150391","C17orf100"
"A_24_P246841","SLC25A27"
"A_23_P326303","GPR61"
"A_21_P0012348","CES5A"
"A_24_P64653","METTL7B"
"A_23_P211244","PRMT2"
"A_21_P0011598","XLOC_l2_006152"
"A_24_P228149","KRT13"
"A_21_P0004296","XLOC_004548"
"A_21_P0012863","XLOC_l2_011854"
"A_33_P3257523",""
"A_21_P0002838","XLOC_003025"
"A_21_P0014406","LOC100506175"
"A_21_P0014808","LOC100288420"
"A_21_P0008574","XLOC_011336"
"A_24_P316019",""
"A_21_P0001456","XLOC_000675"
"A_21_P0009926","XLOC_013436"
"A_32_P69930","CCDC96"
"A_33_P3358005","LOC440934"
"A_33_P3352632","LOC728147"
"A_24_P17870","HCP5"
"A_24_P105191","HS6ST2"
"A_21_P0010551","ANKRD20A9P"
"A_21_P0003014","XLOC_002772"
"A_32_P213881","C20orf202"
"A_24_P136683","CA5BP1"
"A_21_P0006942","XLOC_008679"
"A_21_P0000825","LOC100506385"
"A_21_P0013794","XLOC_l2_015632"
"A_33_P3234864","UTRN"
"A_21_P0009572","XLOC_012877"
"A_33_P3329326","CD164L2"
"A_33_P3294961","LAT2"
"A_23_P216396","EXOSC2"
"A_33_P3281795","MGLL"
"A_23_P343366","MAB21L3"
"A_21_P0006980","XLOC_008760"
"A_33_P3368822",""
"A_21_P0010422","XLOC_014271"
"A_33_P3560878",""
"A_21_P0010210","XLOC_014099"
"A_33_P3236656","SPACA4"
"A_24_P410605","ROR1"
"A_33_P3621701",""
"A_21_P0004838","XLOC_005173"
"A_21_P0002047","XLOC_002077"
"A_24_P887857",""
"A_33_P3498613",""
"A_33_P3655815","SNORA2B"
"A_24_P342312","ODZ4"
"A_23_P17053","IL36G"
"A_21_P0009350","XLOC_012558"
"A_23_P98763","LRTOMT"
"A_33_P3257042","ZNF850"
"A_24_P16378","HGSNAT"
"A_23_P149084","GRIK3"
"A_21_P0006367","XLOC_007536"
"A_33_P3372104",""
"A_24_P86993","JAM3"
"A_33_P3274127","SPATC1"
"A_33_P3373745","BRD4"
"A_23_P49768","MRPL27"
"A_24_P186065","DHFRL1"
"A_33_P3276100","LOC100130015"
"A_21_P0012364","XLOC_l2_009613"
"A_23_P163458","EHD4"
"A_33_P3329098","WTAP"
"A_23_P140648","CYFIP1"
"A_33_P3244433","FAM188B"
"A_21_P0005449","XLOC_006303"
"A_23_P389141","SLFNL1"
"A_23_P132889","CRMP1"
"A_21_P0004233","XLOC_004303"
"A_19_P00810899","LINC00338"
"A_21_P0011528","XLOC_l2_005695"
"A_33_P3460485","SCARNA4"
"A_33_P3388815","FPGT"
"A_21_P0013174","LRRC72"
"A_21_P0014760","LOC100506557"
"A_21_P0000152","CD44"
"A_33_P3462155","LOC401188"
"A_33_P3316983","BBIP1"
"A_23_P8754","AASS"
"A_33_P3301915","USP51"
"A_33_P3359438",""
"A_33_P3249329","LOC729020"
"A_21_P0003943","XLOC_005056"
"A_21_P0004984","XLOC_005571"
"A_33_P3307945","LOC100652824"
"A_33_P3335865","WDR35"
"A_33_P3384337",""
"A_32_P327679","DKFZP434K028"
"A_21_P0013307","XLOC_l2_013845"
"A_23_P380815","KIAA1279"
"A_33_P3341499","WNT5A"
"A_21_P0006626","XLOC_008916"
"A_21_P0003711","WHSC2"
"A_33_P3266769","LHCGR"
"A_21_P0001513","XLOC_000852"
"A_33_P3362791","LOC100128869"
"A_21_P0003564","XLOC_003438"
"A_23_P97423","UBE2Q1"
"A_23_P19712","GMNN"
"A_23_P50241","CLPTM1"
"A_33_P3268219",""
"A_21_P0000570","C22orf45"
"A_23_P89422","ABCA10"
"A_33_P3319680","RNF165"
"A_21_P0001790","XLOC_002129"
"A_21_P0012902","XLOC_l2_012010"
"A_33_P3359250","MAD2L2"
"A_23_P385427",""
"A_19_P00317562","XLOC_001512"
"A_33_P3281850","CGREF1"
"A_33_P3315979","OR4Q3"
"A_33_P3265699","OR5H15"
"A_33_P3373418",""
"A_23_P206371","NOL3"
"A_21_P0006673","XLOC_008465"
"A_33_P3449097","TSPAN10"
"A_21_P0000755","LOC100507173"
"A_24_P170726","LOC645427"
"A_19_P00320759","FLJ32255"
"A_33_P3381235","LOC100127888"
"A_21_P0014552","LOC100289251"
"A_33_P3239654","HCG4B"
"A_23_P59950","SLC39A14"
"A_32_P319200","GGTLC2"
"A_21_P0012090","XLOC_l2_008259"
"A_21_P0000960","XLOC_000107"
"A_24_P237778","MAN1C1"
"A_33_P3462960","DNAJC3"
"A_33_P3262694","LOC647086"
"A_33_P3281686","TSC2"
"A_21_P0008326","XLOC_010809"
"A_33_P3283964","CES1P2"
"A_23_P37327","ABCD4"
"A_33_P3211666","IL18R1"
"A_32_P176594","KIAA1614"
"A_33_P3343155","GNAQ"
"A_33_P3330323","MGA"
"A_21_P0002218","EML6"
"A_21_P0009938","XLOC_013466"
"A_33_P3324394","CIITA"
"A_32_P351968","HLA-DMB"
"A_21_P0001428","XLOC_000585"
"A_33_P3301174","TMED2"
"A_21_P0007324","XLOC_009385"
"A_33_P3306843","ZNF836"
"A_21_P0005779","XLOC_006953"
"A_23_P24586","ACCS"
"A_23_P217704","GYG2"
"A_23_P314145","UST"
"A_21_P0005551","XLOC_006015"
